RTA ID,RTA Name,Parties concerned,Changes affect,Date of notification of changes,Date of signature of changes,Date of entry into force of changes,Remarks
135,Latin American Integration Association (LAIA)," Mexico, Venezuela, Bolivarian Republic of",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 30 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 30 (AAP.R 30) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 30 ceased to have effect on 1 January 1995 upon the entry into force of AAP.CE 33.
"
135,Latin American Integration Association (LAIA)," Bolivia, Plurinational State of, Mexico",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 31 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 31 (AAP.R 31) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 31 ceased to have effect on 1 January 1995 upon the entry into force of AAP.CE 31.
"
135,Latin American Integration Association (LAIA)," Mexico, Peru",Goods,2020-03-25,1983-04-30,1983-05-01,"AAP.R 32 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 32 (AAP.R 32) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 32 ceased to have effect on 25 March 1987 upon the entry into force of AAP.CE 8.
"
135,Latin American Integration Association (LAIA)," Peru, Uruguay",Goods,2020-03-27,1983-04-30,1983-05-01,"AAP.R 33 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 33 (AAP.R 33) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect upon the entry into force of AAP.CE 58.
"
135,Latin American Integration Association (LAIA)," Brazil, Paraguay",Goods,2020-03-27,1983-04-30,1983-04-30,"AAP.R 34 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No.34 (AAP.R 34) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

The Agreement ceased to have effect from 30 June 1995.

"
135,Latin American Integration Association (LAIA)," Brazil, Uruguay",Goods,2020-03-27,1983-04-30,1983-05-01,"AAP.R 35 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 35 (AAP.R 35) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

This Agreement ceased to have effect from 30 June 1995.
"
135,Latin American Integration Association (LAIA)," Argentina, Mexico",Goods,2020-03-27,1983-04-30,1984-01-01,"AAP.R 36 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 36 (AAP.R 36) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement.

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 36 ceased to have effect from 1 July 1989.
"
135,Latin American Integration Association (LAIA)," Chile, Mexico",Goods,2020-03-27,1983-04-30,1984-01-01,"AAP.R 37 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 37 (AAP.R 37) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 37 ceased to have effect on 22 September 1991 with the entry into force of AAP.CE 17 and, following that, on 1 August 1999 with the entry into force of AAP.CE 41.
"
135,Latin American Integration Association (LAIA)," Mexico, Paraguay",Goods,2020-03-27,1983-04-30,1984-01-01,"AAP.R 38 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 38 (AAP.R 38) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.
"
135,Latin American Integration Association (LAIA)," Mexico, Uruguay",Goods,2020-03-27,1983-04-30,1984-01-01,"AAP.R 39 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 39 (AAP.R 39) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 39 ceased to have effect on 1 July 1986 with the entry into force of AAP.CE 5 and, following that, on 15 July 2004 with the entry into force of AAP.CE 60.
"
135,Latin American Integration Association (LAIA)," Colombia, Mexico",Goods,2020-03-27,1983-08-26,1983-08-26,"AAP.R 40 (Res. 1 of the Council of Ministers)

Partial Scope Historical Heritage Renegotiation Agreement No. 40 (AAP.R 40) has as its objective the incorporation in the new integration arrangements set in place under the Montevideo Treaty of the tariff and trade preferences resulting from the renegotiation, revision and updating of the benefits granted in the national lists of the parties to the Agreement. 

To that end, the parties agree to grant each other tariff preferences, in respect of their duties payable to third countries, for products originating in and coming from their respective territories listed in the annex.

AAP.R 40 ceased to have effect on 1 January 1995 with the entry into force of AAP.CE 33.
"
